Match_id,League_id,Season,Stage,Date,home_team_api_id,away_team_api_id,Result,B365H,B365D,B365A,HomeTeam_buildUpPlaySpeed,HomeTeam_buildUpPlayPassing,HomeTeam_chanceCreationShooting,HomeTeam_defencePressure,AwayTeam_buildUpPlaySpeed,AwayTeam_buildUpPlayPassing,AwayTeam_chanceCreationShooting,AwayTeam_defencePressure
3458,1729,2012/2013,28,2013-03-02,8528,8650,2,4.5,3.75,1.85,38,39,34,56,39,44,54,59
3459,1729,2012/2013,29,2013-04-16,9825,8668,1,1.75,3.9,5,30,29,39,64,58,62,32,41
3460,1729,2012/2013,29,2013-04-17,9879,8455,2,4.75,3.8,1.8,52,49,59,39,46,41,63,42
3461,1729,2012/2013,29,2013-03-10,8650,8586,0,1.95,3.8,4,39,44,54,59,42,46,68,63
3462,1729,2012/2013,29,2013-04-17,8456,8528,0,1.25,6.5,14,36,34,38,42,38,39,34,56
3463,1729,2012/2013,29,2013-03-10,10261,10194,0,1.83,3.7,4.8,58,72,46,41,75,73,38,32
3464,1729,2012/2013,29,2013-03-09,9850,8466,1,2.5,3.4,3,70,70,48,40,47,38,58,57
3465,1729,2012/2013,29,2013-03-09,10172,8472,0,2.25,3.4,3.5,58,54,54,49,57,66,72,47
3466,1729,2012/2013,29,2013-03-09,9798,10252,2,2.45,3.4,3.1,49,61,37,39,63,59,34,39
3467,1729,2012/2013,29,2013-03-09,8659,10003,0,2.45,3.3,3.2,55,54,57,33,41,39,44,52
3468,1729,2012/2013,29,2013-04-17,8654,10260,1,5.5,3.9,1.7,72,73,32,30,46,38,37,49
3469,1729,2012/2013,3,2012-08-22,8455,9798,0,1.25,5.5,13,60,45,45,60,49,49,56,49
3470,1729,2012/2013,3,2012-09-02,8650,9825,2,2,3.5,3.75,60,60,53,50,25,32,30,57
3471,1729,2012/2013,3,2012-09-01,8456,10172,0,1.18,7,15,45,55,48,50,57,58,48,42
3472,1729,2012/2013,3,2012-09-02,10261,10252,1,1.62,3.75,6,54,54,48,52,67,58,56,43
3473,1729,2012/2013,3,2012-09-02,8466,10260,2,6,4.2,1.53,47,52,60,48,46,54,55,40
3474,1729,2012/2013,3,2012-09-01,10003,8472,1,2.2,3.3,3.4,26,24,57,48,67,62,59,47
3475,1729,2012/2013,3,2012-09-01,8586,9850,1,1.36,5,8.5,44,47,61,43,63,61,62,40
3476,1729,2012/2013,3,2012-09-01,8659,8668,0,3,3.3,2.38,48,48,54,38,56,56,56,50
3477,1729,2012/2013,3,2012-09-01,8654,9879,0,2.5,3.25,2.88,63,64,55,30,48,45,54,38
3478,1729,2012/2013,3,2012-09-01,8528,10194,1,2.25,3.25,3.3,38,38,42,40,75,75,55,50
3479,1729,2012/2013,30,2013-03-16,10252,10172,0,2.3,3.4,3.4,63,59,34,39,58,54,54,49
3480,1729,2012/2013,30,2013-03-17,8455,8654,0,1.4,5,9,46,41,63,42,72,73,32,30
3481,1729,2012/2013,30,2013-03-16,8668,8456,0,3.9,3.6,2.05,58,62,32,41,36,34,38,42
3482,1729,2012/2013,30,2013-03-16,10260,9798,0,1.17,9,19,46,38,37,49,49,61,37,39
3483,1729,2012/2013,30,2013-03-16,8466,8650,0,4.2,3.8,1.91,47,38,58,57,39,44,54,59
3484,1729,2012/2013,30,2013-03-16,10194,8659,1,2.5,3.3,3.1,75,73,38,32,55,54,57,33
3485,1729,2012/2013,30,2013-03-17,8472,9850,1,2.05,3.5,4,57,66,72,47,70,70,48,40
3486,1729,2012/2013,30,2013-03-16,10003,9825,2,3.4,3.5,2.25,41,39,44,52,30,29,39,64
3487,1729,2012/2013,30,2013-03-17,8586,9879,2,1.5,4.5,7.5,42,46,68,63,52,49,59,39
3488,1729,2012/2013,30,2013-03-17,8528,10261,0,2.3,3.4,3.4,38,39,34,56,58,72,46,41
3489,1729,2012/2013,31,2013-03-30,9825,9798,0,1.25,6.5,15,30,29,39,64,49,61,37,39
3490,1729,2012/2013,31,2013-03-31,10252,8650,2,5,4,1.75,63,59,34,39,39,44,54,59
3491,1729,2012/2013,31,2013-03-30,8668,10194,0,1.57,3.9,7.5,58,62,32,41,75,73,38,32
3492,1729,2012/2013,31,2013-04-01,9879,10172,0,2,3.6,4,52,49,59,39,58,54,54,49
3493,1729,2012/2013,31,2013-03-30,8456,10261,0,1.33,5.5,11,36,34,38,42,58,72,46,41
3494,1729,2012/2013,31,2013-03-30,8466,8455,0,3.5,3.5,2.2,47,38,58,57,46,41,63,42
3495,1729,2012/2013,31,2013-03-30,8472,10260,2,6,4,1.65,57,66,72,47,46,38,37,49
3496,1729,2012/2013,31,2013-03-30,10003,8586,2,3.4,3.4,2.3,41,39,44,52,42,46,68,63
3497,1729,2012/2013,31,2013-03-30,8654,8659,0,2.3,3.4,3.4,72,73,32,30,55,54,57,33
3498,1729,2012/2013,31,2013-03-30,8528,9850,0,1.95,3.6,4.33,38,39,34,56,70,70,48,40
3499,1729,2012/2013,32,2013-04-07,8455,8472,0,1.36,5,11,46,41,63,42,57,66,72,47
3500,1729,2012/2013,32,2013-04-07,8650,8654,1,1.36,5.5,9,39,44,54,59,72,73,32,30
3501,1729,2012/2013,32,2013-04-08,10260,8456,2,2.3,3.5,3.3,46,38,37,49,36,34,38,42
3502,1729,2012/2013,32,2013-04-07,10261,9879,0,2.1,3.5,3.8,58,72,46,41,52,49,59,39
3503,1729,2012/2013,32,2013-04-06,9850,10003,1,2.63,3.3,2.9,70,70,48,40,41,39,44,52
3504,1729,2012/2013,32,2013-04-07,10172,8528,1,2.38,3.4,3.25,58,54,54,49,38,39,34,56
3505,1729,2012/2013,32,2013-04-06,9798,8466,2,3.3,3.6,2.25,49,61,37,39,47,38,58,57
3506,1729,2012/2013,32,2013-04-06,10194,10252,2,2.1,3.4,4,75,73,38,32,63,59,34,39
3507,1729,2012/2013,32,2013-04-07,8586,8668,1,2.2,3.4,3.6,42,46,68,63,58,62,32,41
3508,1729,2012/2013,32,2013-04-06,8659,9825,2,4.1,3.7,1.95,55,54,57,33,30,29,39,64
3509,1729,2012/2013,33,2013-04-13,9825,9850,0,1.25,6.5,14,30,29,39,64,70,70,48,40
3510,1729,2012/2013,33,2013-04-13,10252,9879,1,2.3,3.3,3.5,63,59,34,39,52,49,59,39
3511,1729,2012/2013,33,2013-05-08,8455,8586,1,1.95,3.75,4,46,41,63,42,42,46,68,63
3512,1729,2012/2013,33,2013-04-13,8668,10172,0,1.44,4.75,8,58,62,32,41,58,54,54,49
3513,1729,2012/2013,33,2013-05-07,8456,8659,0,1.4,5,9,36,34,38,42,55,54,57,33
3514,1729,2012/2013,33,2013-04-14,10261,8472,2,1.95,3.5,4.5,58,72,46,41,57,66,72,47
3515,1729,2012/2013,33,2013-04-13,9798,8650,1,8,4.75,1.45,49,61,37,39,39,44,54,59
3516,1729,2012/2013,33,2013-04-13,8466,8654,1,1.91,3.75,4.2,47,38,58,57,72,73,32,30
3517,1729,2012/2013,33,2013-04-14,10194,10260,2,7,3.9,1.6,75,73,38,32,46,38,37,49
3518,1729,2012/2013,33,2013-05-07,8528,10003,2,1.83,3.75,4.75,38,39,34,56,41,39,44,52
3519,1729,2012/2013,34,2013-04-20,9879,9825,2,5,4,1.75,52,49,59,39,30,29,39,64
3520,1729,2012/2013,34,2013-04-21,8650,8455,1,2.15,3.6,3.6,39,44,54,59,46,41,63,42
3521,1729,2012/2013,34,2013-04-22,10260,10252,0,1.25,6.75,13,46,38,37,49,63,59,34,39
3522,1729,2012/2013,34,2013-04-20,9850,9798,0,1.75,3.8,5.25,70,70,48,40,49,61,37,39
3523,1729,2012/2013,34,2013-04-20,10172,10194,2,2.25,3.4,3.5,58,54,54,49,75,73,38,32
3524,1729,2012/2013,34,2013-04-20,8472,8668,0,3.4,3.4,2.3,57,66,72,47,58,62,32,41
3525,1729,2012/2013,34,2013-04-20,10003,8466,1,2.38,3.5,3.1,41,39,44,52,47,38,58,57
3526,1729,2012/2013,34,2013-04-21,8586,8456,0,3.25,3.6,2.3,42,46,68,63,36,34,38,42
3527,1729,2012/2013,34,2013-04-20,8659,10261,1,2.25,3.5,3.4,55,54,57,33,58,72,46,41
3528,1729,2012/2013,34,2013-04-20,8654,8528,0,2.3,3.5,3.3,72,73,32,30,38,39,34,56
3529,1729,2012/2013,35,2013-04-28,9825,10260,1,2.25,3.6,3.3,30,29,39,64,46,38,37,49
3530,1729,2012/2013,35,2013-04-29,10252,8472,0,2.3,3.4,3.4,63,59,34,39,57,66,72,47
3531,1729,2012/2013,35,2013-04-28,8455,10003,0,1.36,5.5,9,46,41,63,42,41,39,44,52
3532,1729,2012/2013,35,2013-04-27,8668,9879,0,1.5,4.5,7.5,58,62,32,41,52,49,59,39
3533,1729,2012/2013,35,2013-04-27,8456,8654,0,1.29,6,12,36,34,38,42,72,73,32,30
3534,1729,2012/2013,35,2013-04-27,10261,8650,2,2.88,3.6,2.5,58,72,46,41,39,44,54,59
3535,1729,2012/2013,35,2013-04-28,9798,10172,1,2.55,3.5,2.88,49,61,37,39,58,54,54,49
3536,1729,2012/2013,35,2013-04-27,8466,8659,2,1.85,3.75,4.6,47,38,58,57,55,54,57,33
3537,1729,2012/2013,35,2013-04-27,10194,9850,0,2.25,3.3,3.6,75,73,38,32,70,70,48,40
3538,1729,2012/2013,35,2013-04-27,8528,8586,1,3.8,3.6,2.05,38,39,34,56,42,46,68,63
3539,1729,2012/2013,36,2013-05-04,9879,9798,2,1.73,3.9,5.25,52,49,59,39,49,61,37,39
3540,1729,2012/2013,36,2013-05-05,8650,8668,1,1.95,3.6,4.2,39,44,54,59,58,62,32,41
3541,1729,2012/2013,36,2013-05-05,10260,8455,2,2.2,3.5,3.5,46,38,37,49,46,41,63,42
3542,1729,2012/2013,36,2013-05-04,9850,10252,2,2.55,3.3,3,70,70,48,40,63,59,34,39
3543,1729,2012/2013,36,2013-05-04,10172,9825,2,8,4.75,1.44,58,54,54,49,30,29,39,64
3544,1729,2012/2013,36,2013-05-06,8472,10194,1,2.1,3.3,4,57,66,72,47,75,73,38,32
3545,1729,2012/2013,36,2013-05-04,10003,8456,1,5.25,3.8,1.75,41,39,44,52,36,34,38,42
3546,1729,2012/2013,36,2013-05-04,8586,8466,0,1.44,4.75,8,42,46,68,63,47,38,58,57
3547,1729,2012/2013,36,2013-05-04,8659,8528,2,2.45,3.5,3,55,54,57,33,38,39,34,56
3548,1729,2012/2013,36,2013-05-04,8654,10261,1,2.38,3.4,3.25,72,73,32,30,58,72,46,41
3549,1729,2012/2013,37,2013-05-14,9825,8528,0,1.4,5.5,8,30,29,39,64,38,39,34,56
3550,1729,2012/2013,37,2013-05-11,10252,8455,2,4.5,3.8,1.85,63,59,34,39,46,41,63,42
3551,1729,2012/2013,37,2013-05-12,8668,8654,0,1.5,4.5,7.5,58,62,32,41,72,73,32,30
3552,1729,2012/2013,37,2013-05-12,9879,8650,2,3.9,3.6,2.05,52,49,59,39,39,44,54,59
3553,1729,2012/2013,37,2013-05-12,10260,10003,0,1.3,5.75,12,46,38,37,49,41,39,44,52
3554,1729,2012/2013,37,2013-05-12,9850,8659,0,2.2,3.4,3.6,70,70,48,40,55,54,57,33
3555,1729,2012/2013,37,2013-05-12,10172,10261,2,3.4,3.4,2.3,58,54,54,49,58,72,46,41
3556,1729,2012/2013,37,2013-05-14,9798,8456,2,6,4.33,1.6,49,61,37,39,36,34,38,42
3557,1729,2012/2013,37,2013-05-12,10194,8586,2,4.5,3.6,1.91,75,73,38,32,42,46,68,63
3558,1729,2012/2013,37,2013-05-12,8472,8466,1,2.8,3.2,2.8,57,66,72,47,47,38,58,57
3559,1729,2012/2013,38,2013-05-19,8455,8668,0,1.7,4,5.5,46,41,63,42,58,62,32,41
3560,1729,2012/2013,38,2013-05-19,8650,10172,0,1.25,7,12,39,44,54,59,58,54,54,49
3561,1729,2012/2013,38,2013-05-19,8456,9850,2,1.33,5.5,11,36,34,38,42,70,70,48,40
3562,1729,2012/2013,38,2013-05-19,10261,9825,2,6,4.6,1.55,58,72,46,41,30,29,39,64
3563,1729,2012/2013,38,2013-05-19,8466,10194,1,1.75,3.8,5.25,47,38,58,57,75,73,38,32
3564,1729,2012/2013,38,2013-05-19,10003,9879,2,1.8,3.8,4.75,41,39,44,52,52,49,59,39
3565,1729,2012/2013,38,2013-05-19,8586,8472,0,1.29,6,12,42,46,68,63,57,66,72,47
3566,1729,2012/2013,38,2013-05-19,8659,10260,1,4.5,3.9,1.83,55,54,57,33,46,38,37,49
3567,1729,2012/2013,38,2013-05-19,8654,9798,0,1.67,4,5.75,72,73,32,30,49,61,37,39
3568,1729,2012/2013,38,2013-05-19,8528,10252,1,2.15,3.6,3.6,38,39,34,56,63,59,34,39
3569,1729,2012/2013,4,2012-09-15,9825,8466,0,1.36,5,8.5,25,32,30,57,47,52,60,48
3570,1729,2012/2013,4,2012-09-15,10252,10003,0,2.38,3.25,3.1,67,58,56,43,26,24,57,48
3571,1729,2012/2013,4,2012-09-17,8668,10261,1,1.73,3.6,5,56,56,56,50,54,54,48,52
3572,1729,2012/2013,4,2012-09-15,9879,8659,0,2.1,3.4,3.5,48,45,54,38,48,48,54,38
3573,1729,2012/2013,4,2012-09-15,10260,8528,0,1.25,6,12,46,54,55,40,38,38,42,40
3574,1729,2012/2013,4,2012-09-15,9850,8654,1,2.38,3.4,3,63,61,62,40,63,64,55,30
3575,1729,2012/2013,4,2012-09-15,10172,8455,1,4.5,3.5,1.83,57,58,48,42,60,45,45,60
3576,1729,2012/2013,4,2012-09-16,9798,8586,2,3.75,3.5,2,49,49,56,49,44,47,61,43
3577,1729,2012/2013,4,2012-09-15,10194,8456,1,5,3.6,1.73,75,75,55,50,45,55,48,50
3578,1729,2012/2013,4,2012-09-15,8472,8650,1,3.4,3.3,2.2,67,62,59,47,60,60,53,50
3579,1729,2012/2013,5,2012-09-22,8455,10194,0,1.36,4.75,9,60,45,45,60,75,75,55,50
3580,1729,2012/2013,5,2012-09-23,8650,10260,2,2.7,3.3,2.63,60,60,53,50,46,54,55,40
3581,1729,2012/2013,5,2012-09-23,8456,9825,1,1.75,3.6,4.75,45,55,48,50,25,32,30,57
3582,1729,2012/2013,5,2012-09-23,10261,9850,0,1.8,3.6,4.5,54,54,48,52,63,61,62,40
3583,1729,2012/2013,5,2012-09-22,8466,10252,0,2.4,3.3,3,47,52,60,48,67,58,56,43
3584,1729,2012/2013,5,2012-09-22,10003,8668,2,3,3.3,2.4,26,24,57,48,56,56,56,50
3585,1729,2012/2013,5,2012-09-23,8586,10172,0,1.44,4.33,7.5,44,47,61,43,57,58,48,42
3586,1729,2012/2013,5,2012-09-22,8659,9798,0,1.73,3.75,4.75,48,48,54,38,49,49,56,49
3587,1729,2012/2013,5,2012-09-22,8654,8472,1,2.1,3.3,3.6,63,64,55,30,67,62,59,47
3588,1729,2012/2013,5,2012-09-22,8528,9879,2,2.4,3.3,3,38,38,42,40,48,45,54,38
3589,1729,2012/2013,6,2012-09-29,9825,8455,2,2.1,3.4,3.5,25,32,30,57,60,45,45,60
3590,1729,2012/2013,6,2012-09-30,10252,8659,1,2.4,3.3,3,67,58,56,43,48,48,54,38
3591,1729,2012/2013,6,2012-09-29,8668,8466,0,1.4,4.75,8,56,56,56,50,47,52,60,48
3592,1729,2012/2013,6,2012-09-29,9879,8456,2,4.33,3.6,1.83,48,45,54,38,45,55,48,50
3593,1729,2012/2013,6,2012-09-29,10260,8586,2,1.57,4,6,46,54,55,40,44,47,61,43
3594,1729,2012/2013,6,2012-09-29,9850,8650,2,4.75,3.75,1.73,63,61,62,40,60,60,53,50
3595,1729,2012/2013,6,2012-10-01,10172,8654,2,2.05,3.4,3.75,57,58,48,42,63,64,55,30
3596,1729,2012/2013,6,2012-09-29,9798,10261,1,2.88,3.3,2.5,49,49,56,49,54,54,48,52
3597,1729,2012/2013,6,2012-09-29,10194,10003,0,1.91,3.4,4.2,75,75,55,50,26,24,57,48
3598,1729,2012/2013,6,2012-09-29,8472,8528,0,2,3.4,3.8,67,62,59,47,38,38,42,40
3599,1729,2012/2013,7,2012-10-06,8455,9850,0,1.22,6.5,12,60,45,45,60,63,61,62,40
3600,1729,2012/2013,7,2012-10-07,8650,10194,1,1.44,4.33,7.5,60,60,53,50,75,75,55,50
3601,1729,2012/2013,7,2012-10-06,8456,8472,0,1.29,5.5,11,45,55,48,50,67,62,59,47
3602,1729,2012/2013,7,2012-10-07,10261,10260,2,4.2,3.75,1.83,54,54,48,52,46,54,55,40
3603,1729,2012/2013,7,2012-10-07,8466,9879,1,2.75,3.3,2.6,47,52,60,48,48,45,54,38
3604,1729,2012/2013,7,2012-10-06,10003,9798,1,1.91,3.6,4,26,24,57,48,49,49,56,49
3605,1729,2012/2013,7,2012-10-07,8586,10252,0,1.44,4.33,7.5,44,47,61,43,67,58,56,43
3606,1729,2012/2013,7,2012-10-06,8659,10172,0,1.83,3.75,4.2,48,48,54,38,57,58,48,42
3607,1729,2012/2013,7,2012-10-06,8654,9825,2,4,3.6,1.91,63,64,55,30,25,32,30,57
3608,1729,2012/2013,7,2012-10-06,8528,8668,1,4.2,3.4,1.91,38,38,42,40,56,56,56,50
3609,1729,2012/2013,8,2012-10-20,9879,10252,0,1.8,3.6,4.5,48,45,54,38,67,58,56,43
3610,1729,2012/2013,8,2012-10-20,8650,9798,0,1.33,5,10,60,60,53,50,49,49,56,49
3611,1729,2012/2013,8,2012-10-20,10260,10194,0,1.29,5.5,11,46,54,55,40,75,75,55,50
3612,1729,2012/2013,8,2012-10-20,9850,9825,0,6,4.2,1.53,63,61,62,40,25,32,30,57
3613,1729,2012/2013,8,2012-10-21,10172,8668,1,3.25,3.4,2.2,57,58,48,42,56,56,56,50
3614,1729,2012/2013,8,2012-10-21,8472,10261,1,2.5,3.3,2.88,67,62,59,47,54,54,48,52
3615,1729,2012/2013,8,2012-10-20,10003,8528,0,2.1,3.4,3.5,26,24,57,48,38,38,42,40
3616,1729,2012/2013,8,2012-10-20,8586,8455,2,2.5,3.4,2.75,44,47,61,43,60,45,45,60
3617,1729,2012/2013,8,2012-10-20,8659,8456,2,5,3.75,1.7,48,48,54,38,45,55,48,50
3618,1729,2012/2013,8,2012-10-20,8654,8466,0,1.83,3.75,4.2,63,64,55,30,47,52,60,48
3619,1729,2012/2013,9,2012-10-27,9825,10172,0,1.36,5,8.5,25,32,30,57,57,58,48,42
3620,1729,2012/2013,9,2012-10-27,10252,9850,1,2,3.5,3.75,67,58,56,43,63,61,62,40
3621,1729,2012/2013,9,2012-10-28,8455,10260,2,2.4,3.4,2.9,60,45,45,60,46,54,55,40
3622,1729,2012/2013,9,2012-10-28,8668,8650,1,2.6,3.3,2.75,56,56,56,50,60,60,53,50
3623,1729,2012/2013,9,2012-10-27,8456,10003,0,1.22,6,15,45,55,48,50,26,24,57,48
3624,1729,2012/2013,9,2012-10-28,10261,8659,0,2,3.5,3.75,54,54,48,52,48,48,54,38
3625,1729,2012/2013,9,2012-10-27,9798,9879,1,2.75,3.4,2.5,49,49,56,49,48,45,54,38
3626,1729,2012/2013,9,2012-10-28,8466,8586,2,4.2,3.75,1.83,47,52,60,48,44,47,61,43
3627,1729,2012/2013,9,2012-10-27,10194,8472,1,1.95,3.3,4.2,75,75,55,50,67,62,59,47
3628,1729,2012/2013,9,2012-10-27,8528,8654,0,2.25,3.4,3.2,38,38,42,40,63,64,55,30
3629,1729,2013/2014,1,2013-08-17,9825,10252,2,1.44,4.75,8,30,29,39,64,63,59,34,39
3630,1729,2013/2014,1,2013-08-18,8455,8667,0,1.2,7,21,46,41,63,42,63,48,54,34
3631,1729,2013/2014,1,2013-08-18,9826,8586,2,4.75,3.75,1.83,52,47,47,36,42,46,68,63
3632,1729,2013/2014,1,2013-08-17,8650,10194,0,1.4,5,9.5,39,44,54,59,75,73,38,32
3633,1729,2013/2014,1,2013-08-19,8456,10261,0,1.33,5.5,11,36,34,38,42,58,72,46,41
3634,1729,2013/2014,1,2013-08-17,9850,8668,1,3.2,3.4,2.4,70,70,48,40,58,62,32,41
3635,1729,2013/2014,1,2013-08-17,8472,9879,2,2.3,3.4,3.4,57,66,72,47,52,49,59,39
3636,1729,2013/2014,1,2013-08-17,10003,10260,2,4.2,3.5,2,41,39,44,52,46,38,37,49
3637,1729,2013/2014,1,2013-08-17,8659,8466,2,2.4,3.4,3.2,55,54,57,33,47,38,58,57
3638,1729,2013/2014,1,2013-08-17,8654,8344,0,2,3.6,4,72,73,32,30,60,69,62,47
3639,1729,2013/2014,10,2013-11-02,9825,8650,0,2.3,3.5,3.3,30,29,39,64,39,44,54,59
3640,1729,2013/2014,10,2013-11-03,8344,10003,0,3.4,3.4,2.3,60,69,62,47,41,39,44,52
3641,1729,2013/2014,10,2013-11-03,8668,8586,1,2.5,3.4,3,58,62,32,41,42,46,68,63
3642,1729,2013/2014,10,2013-11-02,9879,10260,2,6.5,4.2,1.57,52,49,59,39,46,38,37,49
3643,1729,2013/2014,10,2013-11-02,8667,8472,0,2.15,3.4,3.8,63,48,54,34,57,66,72,47
3644,1729,2013/2014,10,2013-11-02,8456,9850,0,1.2,7.5,18,36,34,38,42,70,70,48,40
3645,1729,2013/2014,10,2013-11-02,10261,8455,0,6,4.2,1.62,58,72,46,41,46,41,63,42
3646,1729,2013/2014,10,2013-11-02,10194,8466,1,3.3,3.3,2.4,75,73,38,32,47,38,58,57
3647,1729,2013/2014,10,2013-11-02,8659,9826,0,1.55,4.2,7,55,54,57,33,52,47,47,36
3648,1729,2013/2014,10,2013-11-02,8654,10252,1,2.25,3.5,3.4,72,73,32,30,63,59,34,39
3649,1729,2013/2014,11,2013-11-09,10252,8344,0,2,3.5,4.2,63,59,34,39,60,69,62,47
3650,1729,2013/2014,11,2013-11-09,8455,8659,1,1.29,6,12,46,41,63,42,55,54,57,33
3651,1729,2013/2014,11,2013-11-09,9826,8668,1,6.5,4,1.62,52,47,47,36,58,62,32,41
3652,1729,2013/2014,11,2013-11-09,8650,9879,0,1.25,6.5,15,39,44,54,59,52,49,59,39
3653,1729,2013/2014,11,2013-11-10,10260,9825,0,2.35,3.5,3.2,46,38,37,49,30,29,39,64
3654,1729,2013/2014,11,2013-11-09,9850,8654,0,2.63,3.3,2.9,70,70,48,40,72,73,32,30
3655,1729,2013/2014,11,2013-11-09,8466,8667,0,1.62,3.8,7,47,38,58,57,63,48,54,34
3656,1729,2013/2014,11,2013-11-10,8472,8456,0,9,5,1.4,57,66,72,47,36,34,38,42
3657,1729,2013/2014,11,2013-11-10,10003,10194,1,2,3.4,4.33,41,39,44,52,75,73,38,32
3658,1729,2013/2014,11,2013-11-10,8586,10261,2,1.57,4.33,6.5,42,46,68,63,58,72,46,41
3659,1729,2013/2014,12,2013-11-23,9825,8466,0,1.62,4.2,6,30,29,39,64,47,38,58,57
3660,1729,2013/2014,12,2013-11-24,8344,10260,1,6,4,1.65,60,69,62,47,46,38,37,49
3661,1729,2013/2014,12,2013-11-23,8668,8650,1,3,3.4,2.5,58,62,32,41,39,44,54,59
3662,1729,2013/2014,12,2013-11-23,9879,10003,2,3.3,3.3,2.38,52,49,59,39,41,39,44,52
3663,1729,2013/2014,12,2013-11-23,8667,9826,2,1.85,3.5,5,63,48,54,34,52,47,47,36
3664,1729,2013/2014,12,2013-11-24,8456,8586,0,1.7,4,5.5,36,34,38,42,42,46,68,63
3665,1729,2013/2014,12,2013-11-23,10261,9850,0,1.8,3.8,4.75,58,72,46,41,70,70,48,40
3666,1729,2013/2014,12,2013-11-23,10194,8472,0,2.15,3.3,3.9,75,73,38,32,57,66,72,47
3667,1729,2013/2014,12,2013-11-25,8659,10252,1,2.15,3.4,3.8,55,54,57,33,63,59,34,39
3668,1729,2013/2014,12,2013-11-23,8654,8455,2,6,4.2,1.62,72,73,32,30,46,41,63,42
3669,1729,2013/2014,13,2013-11-30,10252,8472,1,2,3.4,4.33,63,59,34,39,57,66,72,47
3670,1729,2013/2014,13,2013-11-30,8344,9825,2,6.5,4,1.62,60,69,62,47,30,29,39,64
3671,1729,2013/2014,13,2013-12-01,8455,8466,0,1.57,4.2,6.5,46,41,63,42,47,38,58,57
3672,1729,2013/2014,13,2013-11-30,8668,10194,0,1.62,4,6.25,58,62,32,41,75,73,38,32
3673,1729,2013/2014,13,2013-12-01,8667,8650,0,6.5,4,1.62,63,48,54,34,39,44,54,59
3674,1729,2013/2014,13,2013-12-01,8456,10003,0,1.29,6,13,36,34,38,42,41,39,44,52
3675,1729,2013/2014,13,2013-11-30,10261,8659,0,2.05,3.5,4,58,72,46,41,55,54,57,33
3676,1729,2013/2014,13,2013-11-30,9850,9826,0,2,3.4,4.33,70,70,48,40,52,47,47,36
3677,1729,2013/2014,13,2013-12-01,8586,10260,1,2.8,3.5,2.63,42,46,68,63,46,38,37,49
3678,1729,2013/2014,13,2013-11-30,8654,9879,0,1.91,3.5,4.6,72,73,32,30,52,49,59,39
3679,1729,2013/2014,14,2013-12-04,9825,8667,0,1.2,7.5,17,30,29,39,64,63,48,54,34
3680,1729,2013/2014,14,2013-12-04,8650,9850,0,1.29,6,12,39,44,54,59,70,70,48,40
3681,1729,2013/2014,14,2013-12-04,10260,8668,2,1.73,3.75,5.5,46,38,37,49,58,62,32,41
3682,1729,2013/2014,14,2013-12-04,8466,10252,2,1.7,3.8,5.75,47,38,58,57,63,59,34,39
3683,1729,2013/2014,14,2013-12-04,10194,8344,1,2.1,3.4,4,75,73,38,32,60,69,62,47
3684,1729,2013/2014,14,2013-12-04,8472,8455,2,6.5,4.33,1.55,57,66,72,47,46,41,63,42
3685,1729,2013/2014,14,2013-12-04,10003,10261,0,2.2,3.5,3.5,41,39,44,52,58,72,46,41
3686,1729,2013/2014,14,2013-12-04,8659,8456,2,6,4.2,1.62,55,54,57,33,36,34,38,42
3687,1729,2013/2014,14,2013-12-04,9879,8586,2,5.8,3.9,1.67,52,49,59,39,42,46,68,63
3688,1729,2013/2014,14,2013-12-03,9826,8654,0,3.25,3.3,2.4,52,47,47,36,72,73,32,30
3689,1729,2013/2014,15,2013-12-08,9825,8668,1,1.7,3.8,5.75,30,29,39,64,58,62,32,41
3690,1729,2013/2014,15,2013-12-07,9826,8344,0,2.8,3.3,2.75,52,47,47,36,60,69,62,47
3691,1729,2013/2014,15,2013-12-08,9879,10252,0,2.75,3.3,2.8,52,49,59,39,63,59,34,39
3692,1729,2013/2014,15,2013-12-07,8650,8654,0,1.29,6,12,39,44,54,59,72,73,32,30
3693,1729,2013/2014,15,2013-12-07,10260,10261,2,1.53,4.33,7,46,38,37,49,58,72,46,41
3694,1729,2013/2014,15,2013-12-07,8466,8456,1,5.25,3.8,1.75,47,38,58,57,36,34,38,42
3695,1729,2013/2014,15,2013-12-07,10194,8455,0,6.5,4.2,1.57,75,73,38,32,46,41,63,42
3696,1729,2013/2014,15,2013-12-07,8472,8586,2,4.5,3.6,1.91,57,66,72,47,42,46,68,63
3697,1729,2013/2014,15,2013-12-09,10003,8667,1,1.75,3.75,5.5,41,39,44,52,63,48,54,34
3698,1729,2013/2014,15,2013-12-07,8659,9850,2,1.8,3.75,5,55,54,57,33,70,70,48,40
3699,1729,2013/2014,16,2013-12-15,10252,10260,2,5.25,3.8,1.75,63,59,34,39,46,38,37,49
3700,1729,2013/2014,16,2013-12-14,8344,8659,0,2.63,3.4,2.88,60,69,62,47,55,54,57,33
3701,1729,2013/2014,16,2013-12-14,8455,9826,0,1.18,8,19,46,41,63,42,52,47,47,36
3702,1729,2013/2014,16,2013-12-14,8668,9879,0,1.36,5,10.5,58,62,32,41,52,49,59,39
3703,1729,2013/2014,16,2013-12-14,8667,10194,1,2.3,3.3,3.5,63,48,54,34,75,73,38,32
3704,1729,2013/2014,16,2013-12-14,8456,9825,0,1.83,3.75,4.75,36,34,38,42,30,29,39,64
